task_id,conversation_id,turn_id,domain,query_length_chars,query_length_words,has_question_mark,has_wh_word,num_capitalized_words,num_numbers,query_text,answerability,question_type,multi_turn_type,conversation_length,num_previous_turns,is_first_turn,elser_lastturn_recall_1,elser_lastturn_recall_3,elser_lastturn_recall_5,elser_lastturn_recall_10,elser_lastturn_ndcg_cut_1,elser_lastturn_ndcg_cut_3,elser_lastturn_ndcg_cut_5,elser_lastturn_ndcg_cut_10,elser_rewrite_recall_1,elser_rewrite_recall_3,elser_rewrite_recall_5,elser_rewrite_recall_10,elser_rewrite_ndcg_cut_1,elser_rewrite_ndcg_cut_3,elser_rewrite_ndcg_cut_5,elser_rewrite_ndcg_cut_10,elser_questions_recall_1,elser_questions_recall_3,elser_questions_recall_5,elser_questions_recall_10,elser_questions_ndcg_cut_1,elser_questions_ndcg_cut_3,elser_questions_ndcg_cut_5,elser_questions_ndcg_cut_10,best_score,best_combo
94d04f2cd47fee9a0aaa13fa3ae1de53<::>8,94d04f2cd47fee9a0aaa13fa3ae1de53,8,fiqa,6,1,False,False,0,0,Advise,ANSWERABLE,Keyword,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
d4d8edb3e0c456d11033b14b28e99470<::>7,d4d8edb3e0c456d11033b14b28e99470,7,fiqa,50,10,False,False,1,0,"that's a relief, but I could really use the assets",ANSWERABLE,Non-Question,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1c74814752c3f9d4ed0b99c16e1ed192<::>3,1c74814752c3f9d4ed0b99c16e1ed192,3,fiqa,74,15,True,True,1,0,"In that case, could you please explain why I still have to pay income tax?",ANSWERABLE,Explanation,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1c74814752c3f9d4ed0b99c16e1ed192<::>8,1c74814752c3f9d4ed0b99c16e1ed192,8,fiqa,35,8,True,False,1,0,Are they the same all over the USA?,ANSWERABLE,Factoid,Clarification,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6af5334fbd010b919d7fa174823abd12<::>6,6af5334fbd010b919d7fa174823abd12,6,fiqa,5,1,False,False,0,0,Value,ANSWERABLE,Keyword,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6af5334fbd010b919d7fa174823abd12<::>8,6af5334fbd010b919d7fa174823abd12,8,fiqa,11,2,False,False,0,0,Not payment,ANSWERABLE,Keyword,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
f05ba9633e1b377f9c4d64afd3da3c45<::>8,f05ba9633e1b377f9c4d64afd3da3c45,8,fiqa,28,5,True,True,0,0,What is a better investment?,ANSWERABLE,Explanation,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4751cd8210b4adb8bce5cbc3fe913096<::>6,4751cd8210b4adb8bce5cbc3fe913096,6,fiqa,17,3,True,False,0,0,anything on loss?,ANSWERABLE,Summarization,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
e0f8a53d3ab93e7900633fc8fa40631e<::>4,e0f8a53d3ab93e7900633fc8fa40631e,4,fiqa,21,3,True,False,0,0,any online self-help?,ANSWERABLE,Factoid,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
e0f8a53d3ab93e7900633fc8fa40631e<::>5,e0f8a53d3ab93e7900633fc8fa40631e,5,fiqa,49,8,True,False,0,0,"I meant not online trading.. but training, right?",ANSWERABLE,Non-Question,Clarification,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4da5a7f42f3b2dc4d875dcfa2fcdefef<::>1,4da5a7f42f3b2dc4d875dcfa2fcdefef,1,fiqa,55,6,True,False,1,0,“International credit report” for French nationals?,PARTIAL,Factoid,N/A,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4da5a7f42f3b2dc4d875dcfa2fcdefef<::>6,4da5a7f42f3b2dc4d875dcfa2fcdefef,6,fiqa,30,5,False,False,1,0,if I am wrongfully reported...,ANSWERABLE,How-To,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4da5a7f42f3b2dc4d875dcfa2fcdefef<::>8,4da5a7f42f3b2dc4d875dcfa2fcdefef,8,fiqa,28,4,False,False,0,0,"confusing, layman's term pls",ANSWERABLE,Explanation,Clarification,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2f484ad8f3baf91136f040855892c82e<::>6,2f484ad8f3baf91136f040855892c82e,6,govt,30,5,True,False,1,0,Does Clipper have an antennae?,ANSWERABLE,Factoid,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2f484ad8f3baf91136f040855892c82e<::>8,2f484ad8f3baf91136f040855892c82e,8,govt,27,5,True,False,2,0,Does Clipper fly by Europe?,ANSWERABLE,Factoid,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
f0d2873b877409f61da7dbdddd22d279<::>4,f0d2873b877409f61da7dbdddd22d279,4,govt,44,7,True,True,0,0,Who is responsible for covering my expenses?,ANSWERABLE,Explanation,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
f0d2873b877409f61da7dbdddd22d279<::>5,f0d2873b877409f61da7dbdddd22d279,5,govt,65,11,True,False,0,0,Could you please provide the procedures for a child support case?,ANSWERABLE,Explanation,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5503c6e98c54d4901332d0f1c6030bd9<::>5,5503c6e98c54d4901332d0f1c6030bd9,5,govt,19,4,True,False,0,0,Others in the past?,ANSWERABLE,Factoid,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5503c6e98c54d4901332d0f1c6030bd9<::>6,5503c6e98c54d4901332d0f1c6030bd9,6,govt,61,13,True,False,2,0,wow there are so many I didn't recognize. Are they all by us?,ANSWERABLE,Factoid,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62888f39e748c217054ee3af08fb4bdd<::>3,62888f39e748c217054ee3af08fb4bdd,3,govt,5,1,False,False,0,0,Tipsy,PARTIAL,Keyword,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35e6be0f2049527ae17cf77169cc4f70<::>3,35e6be0f2049527ae17cf77169cc4f70,3,govt,19,4,False,False,1,0,I am in Sacramento.,ANSWERABLE,How-To,Clarification,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
941445ba11ba7ba2c92c5184c9d798d6<::>3,941445ba11ba7ba2c92c5184c9d798d6,3,govt,21,4,True,False,0,0,Are the forms online?,ANSWERABLE,Factoid,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0ef145e49938dfb9b6eefe781d21dca8<::>6,0ef145e49938dfb9b6eefe781d21dca8,6,govt,80,14,True,False,0,0,"sometimes the gov sites are hacked by another state, isn't it already too late? ",PARTIAL,Opinion,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5600fe1c05a1fc415416d9dee6347000<::>7,5600fe1c05a1fc415416d9dee6347000,7,govt,27,6,False,False,0,0,I meant for a lunar eclipse,ANSWERABLE,Factoid,Clarification,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5600fe1c05a1fc415416d9dee6347000<::>8,5600fe1c05a1fc415416d9dee6347000,8,govt,14,4,False,True,0,0,why is it safe,ANSWERABLE,Explanation,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
251e29286cef45d899d7889e94ae25d5<::>6,251e29286cef45d899d7889e94ae25d5,6,govt,47,9,True,True,1,0,how can I prevent myself and family from covid?,ANSWERABLE,How-To,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ccdfb6b6f98c55047ae81b705104dbd6<::>1,ccdfb6b6f98c55047ae81b705104dbd6,1,govt,74,11,True,True,5,0,What are the scientific objectives of NASA's Deep Impact Extended Mission?,ANSWERABLE,Factoid,N/A,0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ccdfb6b6f98c55047ae81b705104dbd6<::>9,ccdfb6b6f98c55047ae81b705104dbd6,9,govt,79,13,False,False,0,0,I want to another discovery program summary other than deep impact mission here,ANSWERABLE,Summarization,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
72ba19c38518da1fc894fc638a2802f7<::>9,72ba19c38518da1fc894fc638a2802f7,9,govt,80,13,False,True,1,0,Great!  there certainly are scientists who care about violent culture in the US!,ANSWERABLE,Non-Question,Clarification,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
91715ec6ec7e9a11925e58e707b6626e<::>8,91715ec6ec7e9a11925e58e707b6626e,8,govt,36,8,True,False,1,0,are there any safety I need to know?,ANSWERABLE,Explanation,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2cc753bcef23767c18aedad06c4405c4<::>6,2cc753bcef23767c18aedad06c4405c4,6,govt,50,8,True,True,0,0,what is electronic waste and hazardous waste here?,ANSWERABLE,Summarization,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
124e27c3861eff7dadd17993719a0beb<::>2,124e27c3861eff7dadd17993719a0beb,2,govt,52,11,False,True,1,0,what if I want to file a complaint with other states,PARTIAL,Explanation,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
124e27c3861eff7dadd17993719a0beb<::>8,124e27c3861eff7dadd17993719a0beb,8,govt,54,10,False,True,2,0,how can I protect myself if I am the whistleblower....,ANSWERABLE,How-To,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fc3e765d7ffc28ffc7ee7ea38fd3c73a<::>6,fc3e765d7ffc28ffc7ee7ea38fd3c73a,6,govt,68,10,True,False,0,0,Is there any assistance available for property taxes for homeowners?,ANSWERABLE,Explanation,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
fc3e765d7ffc28ffc7ee7ea38fd3c73a<::>7,fc3e765d7ffc28ffc7ee7ea38fd3c73a,7,govt,14,1,False,False,0,0,Discrimination,ANSWERABLE,Keyword,Follow-up,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
e52ab8d5f61ccdfc3712a2608d8c2aba<::>8,e52ab8d5f61ccdfc3712a2608d8c2aba,8,govt,40,5,False,False,0,0,our evironment is getting worse...scary!,ANSWERABLE,Factoid,Clarification,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
