task_id,oracle_combination,oracle_retriever,oracle_strategy,oracle_score,conversation_id,turn_id,domain,query_length_chars,query_length_words,has_question_mark,has_wh_word,num_capitalized_words,num_numbers,answerability,question_type,multi_turn_type,is_first_turn
47b2471404382af6e973013ab1cf96b9<::>4,elser_rewrite,elser,rewrite,0.469278726,74,4,cloud,21,5,True,True,1,0,ANSWERABLE,How-To,Clarification,False
1065ea5ad1ae2b90e6fce67d851a7a66<::>5,elser_rewrite,elser,rewrite,0.6366824387,67,5,cloud,74,14,True,False,0,0,ANSWERABLE,Composite,Follow-up,False
1c041ce47a81941c26899fdf08bde961<::>7,bge_lastturn,bge,lastturn,0.6508205186,26,7,cloud,31,6,True,True,0,0,ANSWERABLE,How-To,Follow-up,False
4c86c8740c3d49e06b7aca9d308119fa<::>5,elser_rewrite,elser,rewrite,0.5,95,5,cloud,72,14,False,False,2,0,ANSWERABLE,Non-Question,Follow-up,False
ccdfb6b6f98c55047ae81b705104dbd6<::>7,bm25_lastturn,bm25,lastturn,1.0,64,7,govt,86,14,True,True,9,0,ANSWERABLE,Composite,Follow-up,False
c1e53df98a28f19448f4af244304b89a<::>4,elser_lastturn,elser,lastturn,0.3600546146,47,4,clapnq,48,9,True,False,0,0,ANSWERABLE,Opinion,Follow-up,False
94d04f2cd47fee9a0aaa13fa3ae1de53<::>2,bm25_lastturn,bm25,lastturn,0.0,25,2,fiqa,64,11,True,True,0,0,ANSWERABLE,Summarization,Follow-up,False
04f83f1199c7ce4d7bef50be70f2db73<::>1,bge_lastturn,bge,lastturn,1.0,78,1,govt,52,10,True,True,1,0,ANSWERABLE,Composite,N/A,True
2f484ad8f3baf91136f040855892c82e<::>4,elser_rewrite,elser,rewrite,1.0,7,4,govt,30,5,True,True,1,0,ANSWERABLE,Factoid,Follow-up,False
5503c6e98c54d4901332d0f1c6030bd9<::>6,bm25_lastturn,bm25,lastturn,0.0,18,6,govt,61,13,True,False,2,0,ANSWERABLE,Factoid,Follow-up,False
2f013337236ea4635ad106813275dab7<::>3,bm25_lastturn,bm25,lastturn,0.0,76,3,cloud,37,6,True,True,0,0,ANSWERABLE,Factoid,Clarification,False
f0d30863222ebd30fc68c43ac3ae94bb<::>5,bm25_lastturn,bm25,lastturn,0.6131471928,15,5,fiqa,33,6,True,True,0,0,ANSWERABLE,Opinion,Follow-up,False
4da5a7f42f3b2dc4d875dcfa2fcdefef<::>7,bge_rewrite,bge,rewrite,0.765360637,101,7,fiqa,15,2,False,False,0,0,ANSWERABLE,Factoid,Follow-up,False
fc3e765d7ffc28ffc7ee7ea38fd3c73a<::>2,elser_lastturn,elser,lastturn,0.2371977128,102,2,govt,41,7,True,False,1,0,ANSWERABLE,Factoid,Follow-up,False
6495c82abb6bef2d8efd06020cde3adf<::>7,elser_lastturn,elser,lastturn,0.9674679835,107,7,govt,34,5,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
b4614daadceeecb400f7baf0aa48dcb8<::>7,bge_lastturn,bge,lastturn,0.6131471928,98,7,cloud,70,13,True,True,1,0,ANSWERABLE,Composite,Follow-up,False
62a5aee8a497bee6fc467df13bf23cfc<::>3,elser_questions,elser,questions,0.6131471928,3,3,govt,11,3,True,True,0,0,ANSWERABLE,Explanation,Clarification,False
af5e45e59e1254e0b7869cb477674d02<::>4,bm25_rewrite,bm25,rewrite,0.2640681226,105,4,fiqa,40,7,True,True,0,0,ANSWERABLE,Summarization,Clarification,False
1be66272113492407e814eaf21a761d4<::>3,elser_lastturn,elser,lastturn,0.6131471928,58,3,cloud,26,3,False,False,0,0,ANSWERABLE,Explanation,Follow-up,False
ccdfb6b6f98c55047ae81b705104dbd6<::>6,bm25_lastturn,bm25,lastturn,0.9197207891,64,6,govt,55,10,False,False,2,0,ANSWERABLE,Non-Question,Follow-up,False
ccdfb6b6f98c55047ae81b705104dbd6<::>5,bm25_lastturn,bm25,lastturn,0.0,64,5,govt,61,9,True,False,2,0,ANSWERABLE,Explanation,Clarification,False
91715ec6ec7e9a11925e58e707b6626e<::>7,bm25_lastturn,bm25,lastturn,0.8687949225,83,7,govt,80,12,True,False,6,0,ANSWERABLE,Explanation,Follow-up,False
1c74814752c3f9d4ed0b99c16e1ed192<::>7,bge_rewrite,bge,rewrite,0.703918089,51,7,fiqa,12,1,True,False,0,0,ANSWERABLE,Explanation,Follow-up,False
d7b4f863baa92fd08c1db2b1a95170dd<::>9,bge_rewrite,bge,rewrite,0.9674679835,103,9,govt,18,4,True,True,0,0,ANSWERABLE,Factoid,Follow-up,False
7cb06b3f8068674fce61a11e9777f708<::>1,elser_lastturn,elser,lastturn,0.6131471928,37,1,fiqa,73,14,True,False,1,0,ANSWERABLE,Explanation,N/A,True
95a0893567c7519c090ecbcdd14daccd<::>1,elser_lastturn,elser,lastturn,0.6366824387,81,1,clapnq,44,10,False,True,1,0,ANSWERABLE,Factoid,N/A,True
b4614daadceeecb400f7baf0aa48dcb8<::>4,elser_lastturn,elser,lastturn,0.3868528072,98,4,cloud,34,6,True,True,1,0,ANSWERABLE,Explanation,Follow-up,False
d5f0e7023ab90fe0240b7fc46cf00c26<::>4,elser_lastturn,elser,lastturn,0.2371977128,54,4,clapnq,50,10,True,False,0,0,PARTIAL,Comparative,Follow-up,False
a2698b2973ea7db1ee5adb5e70ec02e4<::>9,bge_lastturn,bge,lastturn,0.8687949225,72,9,clapnq,108,17,True,True,1,0,ANSWERABLE,Factoid,Follow-up,False
91204c45fc829e328f9a3643d9dd4c2b<::>2,bge_questions,bge,questions,0.4414924137,60,2,clapnq,46,9,True,True,0,0,ANSWERABLE,Composite,Follow-up,False
f1121a39d8a9e36eaef4c2367bd43532<::>1,elser_lastturn,elser,lastturn,1.0,9,1,fiqa,55,9,True,True,0,0,ANSWERABLE,Factoid,N/A,True
34ac6bedd4b35167cc59e289893e206a<::>5,elser_questions,elser,questions,0.469278726,44,5,cloud,9,1,False,False,0,0,ANSWERABLE,Summarization,Follow-up,False
a3f07e9ed5f257db6aecd30511f03af1<::>6,elser_lastturn,elser,lastturn,0.414429925,77,6,clapnq,108,19,True,True,2,0,ANSWERABLE,Factoid,Follow-up,False
29e3ec96a6e8916a0326ebcdab78abae<::>1,bm25_lastturn,bm25,lastturn,0.0,14,1,clapnq,51,10,False,False,0,0,ANSWERABLE,Factoid,N/A,True
d2432696b32af73cf3dabd7090997afb<::>8,elser_lastturn,elser,lastturn,0.469278726,97,8,govt,163,29,True,True,3,0,PARTIAL,Composite,Follow-up,False
7cb06b3f8068674fce61a11e9777f708<::>2,bge_lastturn,bge,lastturn,0.296081911,37,2,fiqa,137,27,True,True,0,0,ANSWERABLE,Composite,Clarification,False
747a810abfd6da4a9c37cdb74feec95e<::>3,bm25_lastturn,bm25,lastturn,0.0,71,3,cloud,22,4,True,True,1,0,ANSWERABLE,Factoid,Follow-up,False
aea2634b0e5f1c2444550d31c41adc94<::>1,elser_lastturn,elser,lastturn,1.0,84,1,clapnq,40,8,False,True,0,1,ANSWERABLE,Factoid,N/A,True
adf9b1f61c73d715809bc7b37ac02724<::>10,bm25_lastturn,bm25,lastturn,1.0,104,10,cloud,44,9,True,True,1,0,ANSWERABLE,Troubleshooting,Follow-up,False
2b34f5e7861ca9b1b3eab65ad6d6b4b0<::>1,elser_lastturn,elser,lastturn,0.6131471928,80,1,fiqa,90,18,True,True,2,0,ANSWERABLE,Explanation,N/A,True
f0d2873b877409f61da7dbdddd22d279<::>5,bm25_lastturn,bm25,lastturn,0.0,11,5,govt,65,11,True,False,0,0,ANSWERABLE,Explanation,Follow-up,False
d5b1e735a040853ed361a3dfde1b8ef0<::>3,elser_rewrite,elser,rewrite,1.0,8,3,cloud,57,13,True,True,1,0,ANSWERABLE,Factoid,Follow-up,False
61374b240d5742f957706d00f9ed0dd6<::>2,bm25_questions,bm25,questions,0.469278726,89,2,fiqa,37,7,True,False,1,0,ANSWERABLE,Explanation,Follow-up,False
13a398b30067d58d179fa8cbc2592449<::>8,elser_lastturn,elser,lastturn,0.8318724637,106,8,clapnq,57,10,False,False,4,0,ANSWERABLE,Factoid,Follow-up,False
941445ba11ba7ba2c92c5184c9d798d6<::>5,bge_lastturn,bge,lastturn,0.585570075,39,5,govt,20,3,True,True,0,0,ANSWERABLE,Explanation,Follow-up,False
d5b1e735a040853ed361a3dfde1b8ef0<::>9,bge_rewrite,bge,rewrite,0.3065735964,8,9,cloud,82,15,True,True,3,0,ANSWERABLE,Factoid,Follow-up,False
fdee20f7fd677e420742b09989623d68<::>8,bge_lastturn,bge,lastturn,0.765360637,12,8,cloud,23,5,True,True,0,0,ANSWERABLE,How-To,Follow-up,False
95a0893567c7519c090ecbcdd14daccd<::>5,bm25_lastturn,bm25,lastturn,1.0,81,5,clapnq,22,5,True,True,2,0,ANSWERABLE,Explanation,Follow-up,False
a2698b2973ea7db1ee5adb5e70ec02e4<::>5,elser_lastturn,elser,lastturn,0.55314647,72,5,clapnq,166,32,True,True,1,0,ANSWERABLE,Factoid,Follow-up,False
5503c6e98c54d4901332d0f1c6030bd9<::>5,bm25_lastturn,bm25,lastturn,0.0,18,5,govt,19,4,True,False,0,0,ANSWERABLE,Factoid,Follow-up,False
1dcbbeb35d4d25ba1ffb787a9f2080e2<::>4,elser_lastturn,elser,lastturn,1.0,27,4,cloud,26,5,True,True,0,0,ANSWERABLE,Explanation,Follow-up,False
d4d8edb3e0c456d11033b14b28e99470<::>4,bge_rewrite,bge,rewrite,0.7227265726,43,4,fiqa,27,4,False,True,0,0,ANSWERABLE,Comparative,Follow-up,False
ddbbbe7ea13560c5768639207e1ca604<::>2,elser_rewrite,elser,rewrite,0.6131471928,38,2,cloud,31,5,True,True,0,0,ANSWERABLE,Explanation,Follow-up,False
a277cf5022616282aa819ee76c9343de<::>1,elser_lastturn,elser,lastturn,0.703918089,108,1,clapnq,38,8,False,True,0,0,ANSWERABLE,Explanation,N/A,True
be461bfeda2d4826cdb663dcaa7d1ced<::>8,bge_rewrite,bge,rewrite,0.6713860725,17,8,cloud,17,3,False,False,2,0,ANSWERABLE,Keyword,Follow-up,False
61374b240d5742f957706d00f9ed0dd6<::>3,elser_lastturn,elser,lastturn,0.296081911,89,3,fiqa,14,3,True,True,1,0,ANSWERABLE,Explanation,Follow-up,False
fdee20f7fd677e420742b09989623d68<::>6,bm25_lastturn,bm25,lastturn,0.0,12,6,cloud,67,14,False,False,1,0,ANSWERABLE,Troubleshooting,Follow-up,False
33431330abb38298cc79b96b2f4fde2a<::>6,bm25_lastturn,bm25,lastturn,0.0,46,6,clapnq,57,11,False,True,1,0,ANSWERABLE,Non-Question,Clarification,False
0208bf26ec357a803445290fa88a2e9e<::>5,bge_lastturn,bge,lastturn,0.530721274,59,5,clapnq,68,12,True,False,1,0,ANSWERABLE,Factoid,Clarification,False
5e79e465134d923edf68580733a81c68<::>3,bge_rewrite,bge,rewrite,1.0,85,3,govt,15,4,True,True,1,0,ANSWERABLE,How-To,Follow-up,False
4175fcce99c56af0e02be5b8990fc16a<::>7,bm25_lastturn,bm25,lastturn,0.0,63,7,cloud,4,1,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
20c2cbd18c16c12c9c2bbead6aef1a21<::>2,bm25_lastturn,bm25,lastturn,1.0,87,2,cloud,37,8,True,True,1,0,PARTIAL,Factoid,Follow-up,False
a2698b2973ea7db1ee5adb5e70ec02e4<::>2,bm25_rewrite,bm25,rewrite,1.0,72,2,clapnq,47,9,True,True,0,0,ANSWERABLE,Composite,Follow-up,False
dd82f0f978316e73618cf0addd369cd8<::>2,elser_questions,elser,questions,0.4414924137,32,2,clapnq,37,7,True,True,2,0,ANSWERABLE,Factoid,Follow-up,False
ccdfb6b6f98c55047ae81b705104dbd6<::>9,bm25_lastturn,bm25,lastturn,0.0,64,9,govt,79,13,False,False,0,0,ANSWERABLE,Summarization,Follow-up,False
72ba19c38518da1fc894fc638a2802f7<::>2,bm25_rewrite,bm25,rewrite,0.765360637,69,2,govt,19,3,True,False,0,0,PARTIAL,Explanation,Follow-up,False
79f0d0539d9ec0acbf90cb3388b30c17<::>1,elser_lastturn,elser,lastturn,0.6934264036,28,1,clapnq,65,9,False,True,0,0,ANSWERABLE,Comparative,N/A,True
dd82f0f978316e73618cf0addd369cd8<::>1,elser_lastturn,elser,lastturn,1.0,32,1,clapnq,36,8,True,True,0,0,ANSWERABLE,Explanation,N/A,True
1be66272113492407e814eaf21a761d4<::>5,bm25_lastturn,bm25,lastturn,0.0,58,5,cloud,59,11,True,False,0,0,ANSWERABLE,Summarization,Follow-up,False
47b2471404382af6e973013ab1cf96b9<::>9,bge_rewrite,bge,rewrite,0.234639363,74,9,cloud,7,1,False,False,0,0,ANSWERABLE,Factoid,Clarification,False
62888f39e748c217054ee3af08fb4bdd<::>5,bm25_lastturn,bm25,lastturn,1.0,30,5,govt,11,2,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
c5518952b78b171de2d5b9317103ba62<::>6,bm25_lastturn,bm25,lastturn,0.0,5,6,fiqa,58,9,True,True,0,0,ANSWERABLE,Summarization,Follow-up,False
5600fe1c05a1fc415416d9dee6347000<::>7,bm25_rewrite,bm25,rewrite,0.6309297536,52,7,govt,27,6,False,False,0,0,ANSWERABLE,Factoid,Clarification,False
be461bfeda2d4826cdb663dcaa7d1ced<::>4,elser_rewrite,elser,rewrite,0.5413996682,17,4,cloud,15,4,False,False,0,0,ANSWERABLE,Factoid,Follow-up,False
4751cd8210b4adb8bce5cbc3fe913096<::>2,bm25_rewrite,bm25,rewrite,0.6131471928,66,2,fiqa,24,4,True,True,0,0,ANSWERABLE,Factoid,Follow-up,False
7cb06b3f8068674fce61a11e9777f708<::>3,bge_questions,bge,questions,0.9674679835,37,3,fiqa,34,7,False,False,0,0,ANSWERABLE,Non-Question,Follow-up,False
fc3e765d7ffc28ffc7ee7ea38fd3c73a<::>1,bm25_lastturn,bm25,lastturn,1.0,102,1,govt,68,10,True,True,5,0,ANSWERABLE,Factoid,N/A,True
5f9ccf0a4ff691fc482432af64cc3c9d<::>7,elser_lastturn,elser,lastturn,0.9197207891,82,7,govt,28,4,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
1c0e5e78f1a16ea2eb2165b6aa31dc61<::>9,elser_rewrite,elser,rewrite,0.6309297536,40,9,clapnq,19,2,True,False,0,0,ANSWERABLE,Factoid,Follow-up,False
c01c8cf11437e6bb3bc93efac26528c2<::>4,elser_lastturn,elser,lastturn,1.0,55,4,cloud,29,6,True,False,2,0,ANSWERABLE,Opinion,Clarification,False
c1e53df98a28f19448f4af244304b89a<::>1,bm25_lastturn,bm25,lastturn,1.0,47,1,clapnq,49,8,False,False,0,0,ANSWERABLE,Keyword,N/A,True
41a4006bfa6841516188c1695ebaf16c<::>6,bge_rewrite,bge,rewrite,1.0,96,6,clapnq,52,10,False,True,2,0,ANSWERABLE,Factoid,Clarification,False
0ef145e49938dfb9b6eefe781d21dca8<::>2,elser_lastturn,elser,lastturn,1.0,48,2,govt,13,2,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
c6c3b02ca32795af64c903dd76700517<::>8,bm25_lastturn,bm25,lastturn,0.0,94,8,cloud,31,4,False,False,3,0,ANSWERABLE,Keyword,Follow-up,False
124e27c3861eff7dadd17993719a0beb<::>2,bm25_lastturn,bm25,lastturn,0.0,93,2,govt,52,11,False,True,1,0,PARTIAL,Explanation,Follow-up,False
4c86c8740c3d49e06b7aca9d308119fa<::>2,bm25_lastturn,bm25,lastturn,0.765360637,95,2,cloud,24,3,False,False,2,0,ANSWERABLE,Keyword,Follow-up,False
674aa142d92a6b4262de254df0c3f7b2<::>1,bm25_lastturn,bm25,lastturn,0.3868528072,70,1,cloud,224,35,True,True,4,0,PARTIAL,How-To,N/A,True
d5b1e735a040853ed361a3dfde1b8ef0<::>5,bm25_lastturn,bm25,lastturn,0.0,8,5,cloud,44,7,True,False,1,0,PARTIAL,Explanation,Clarification,False
1dcbbeb35d4d25ba1ffb787a9f2080e2<::>5,elser_lastturn,elser,lastturn,0.4852285551,27,5,cloud,33,4,True,False,0,0,ANSWERABLE,Factoid,Follow-up,False
a2698b2973ea7db1ee5adb5e70ec02e4<::>3,bm25_questions,bm25,questions,1.0,72,3,clapnq,99,17,True,False,0,0,ANSWERABLE,Opinion,Follow-up,False
d2432696b32af73cf3dabd7090997afb<::>9,bge_rewrite,bge,rewrite,0.60961995,97,9,govt,102,21,True,True,2,0,ANSWERABLE,Opinion,Follow-up,False
c01c8cf11437e6bb3bc93efac26528c2<::>1,elser_lastturn,elser,lastturn,1.0,55,1,cloud,119,17,True,False,1,0,PARTIAL,Opinion,N/A,True
e1b602e47ded79a35d8df4eefe194e39<::>2,bm25_lastturn,bm25,lastturn,0.0,62,2,cloud,68,12,True,True,0,0,ANSWERABLE,Composite,Follow-up,False
251e29286cef45d899d7889e94ae25d5<::>7,bge_lastturn,bge,lastturn,0.55314647,61,7,govt,43,7,True,False,0,0,ANSWERABLE,Composite,Follow-up,False
1dcbbeb35d4d25ba1ffb787a9f2080e2<::>1,bm25_lastturn,bm25,lastturn,0.0,27,1,cloud,37,6,True,True,1,0,ANSWERABLE,How-To,N/A,True
d4d8edb3e0c456d11033b14b28e99470<::>7,bm25_lastturn,bm25,lastturn,0.0,43,7,fiqa,50,10,False,False,1,0,ANSWERABLE,Non-Question,Follow-up,False
8040ccdfc0a0ffb8e3f82d94f92ddb5c<::>3,elser_lastturn,elser,lastturn,0.5437713092,75,3,fiqa,76,15,False,True,1,0,ANSWERABLE,How-To,Follow-up,False
34ac6bedd4b35167cc59e289893e206a<::>4,elser_lastturn,elser,lastturn,1.0,44,4,cloud,14,1,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
694e275f1a01ad0e8ac448ad809f7930<::>4,elser_lastturn,elser,lastturn,0.7328286205,34,4,clapnq,64,13,True,False,0,0,ANSWERABLE,Factoid,Follow-up,False
b4614daadceeecb400f7baf0aa48dcb8<::>6,bm25_lastturn,bm25,lastturn,0.9197207891,98,6,cloud,115,18,False,False,0,0,ANSWERABLE,How-To,Clarification,False
e0f8a53d3ab93e7900633fc8fa40631e<::>9,elser_lastturn,elser,lastturn,0.6131471928,91,9,fiqa,124,23,True,False,2,0,PARTIAL,Factoid,Clarification,False
d44c3196b3d832f85160b5b4fbee1332<::>1,bm25_lastturn,bm25,lastturn,0.0,45,1,govt,98,18,True,True,1,0,ANSWERABLE,Composite,N/A,True
81afaf82a0d9a5fad6eaa196f8d9641c<::>3,elser_questions,elser,questions,1.0,42,3,cloud,89,17,True,True,0,1,ANSWERABLE,Composite,Follow-up,False
dd6b6ffd177f2b311abe676261279d2f<::>2,bge_rewrite,bge,rewrite,0.9469024295,1,2,clapnq,45,8,True,False,3,0,ANSWERABLE,Explanation,Clarification,False
34ac6bedd4b35167cc59e289893e206a<::>7,elser_lastturn,elser,lastturn,0.296081911,44,7,cloud,19,4,True,False,1,0,ANSWERABLE,Factoid,Follow-up,False
f5a8ca2f2bc12180940167fb920bb018<::>6,bm25_lastturn,bm25,lastturn,0.0,65,6,cloud,44,8,True,True,0,0,ANSWERABLE,Comparative,Follow-up,False
1065ea5ad1ae2b90e6fce67d851a7a66<::>2,elser_questions,elser,questions,0.7328286205,67,2,cloud,9,1,True,False,0,0,ANSWERABLE,Keyword,Clarification,False
c5518952b78b171de2d5b9317103ba62<::>2,elser_lastturn,elser,lastturn,0.765360637,5,2,fiqa,41,9,True,False,0,0,ANSWERABLE,Factoid,Follow-up,False
9c52934a9aea1c3647d4b558d8afdf1c<::>5,bm25_lastturn,bm25,lastturn,0.0,23,5,fiqa,43,11,True,False,1,0,ANSWERABLE,Factoid,Clarification,False
d7b4f863baa92fd08c1db2b1a95170dd<::>4,elser_rewrite,elser,rewrite,1.0,103,4,govt,32,7,True,True,1,0,ANSWERABLE,Factoid,Follow-up,False
c1e53df98a28f19448f4af244304b89a<::>5,elser_rewrite,elser,rewrite,0.414429925,47,5,clapnq,47,9,True,False,3,0,ANSWERABLE,Factoid,Clarification,False
258193fc88e0e73322e288aa03719260<::>4,bge_rewrite,bge,rewrite,0.5585075863,19,4,fiqa,6,1,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
adf9b1f61c73d715809bc7b37ac02724<::>9,elser_lastturn,elser,lastturn,1.0,104,9,cloud,53,11,True,True,1,0,ANSWERABLE,Explanation,Follow-up,False
7cb06b3f8068674fce61a11e9777f708<::>4,elser_lastturn,elser,lastturn,0.6548086578,37,4,fiqa,26,3,False,False,0,0,ANSWERABLE,Explanation,Follow-up,False
94d04f2cd47fee9a0aaa13fa3ae1de53<::>8,bm25_lastturn,bm25,lastturn,0.0,25,8,fiqa,6,1,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
0ef145e49938dfb9b6eefe781d21dca8<::>5,elser_questions,elser,questions,0.296081911,48,5,govt,18,4,True,False,0,0,ANSWERABLE,Summarization,Clarification,False
35e6be0f2049527ae17cf77169cc4f70<::>4,bge_rewrite,bge,rewrite,0.469278726,36,4,govt,31,6,True,True,0,0,ANSWERABLE,Factoid,Follow-up,False
3a07680acfb0f951fc3210a8c1a282c9<::>2,bm25_rewrite,bm25,rewrite,0.6548086578,31,2,clapnq,71,12,True,False,1,1,ANSWERABLE,Factoid,Follow-up,False
4da5a7f42f3b2dc4d875dcfa2fcdefef<::>5,elser_questions,elser,questions,0.296081911,101,5,fiqa,59,12,True,False,2,0,ANSWERABLE,Factoid,Clarification,False
cfbcfa3e382f12aed450b10f87a72aeb<::>3,elser_lastturn,elser,lastturn,0.5437713092,35,3,clapnq,40,7,False,False,0,0,ANSWERABLE,Explanation,Follow-up,False
ca6f0197d2c0c4d6e3be090c3f8bf30f<::>2,elser_questions,elser,questions,0.6713860725,24,2,fiqa,50,9,True,True,0,0,ANSWERABLE,Summarization,Follow-up,False
fd99b316e5e64f19ff938598aea9b285<::>8,bm25_questions,bm25,questions,1.0,49,8,clapnq,23,5,True,False,0,0,ANSWERABLE,Comparative,Follow-up,False
5b9edac124aea30a2256705d27226d7f<::>6,elser_lastturn,elser,lastturn,0.5,90,6,clapnq,44,12,False,False,0,0,ANSWERABLE,Explanation,Follow-up,False
c6c3b02ca32795af64c903dd76700517<::>5,bm25_questions,bm25,questions,0.9674679835,94,5,cloud,73,11,True,True,2,2,ANSWERABLE,Comparative,Follow-up,False
f0d2873b877409f61da7dbdddd22d279<::>8,elser_lastturn,elser,lastturn,0.6131471928,11,8,govt,15,2,False,False,0,0,ANSWERABLE,Keyword,Follow-up,False
dd6b6ffd177f2b311abe676261279d2f<::>7,bm25_lastturn,bm25,lastturn,0.3065735964,1,7,clapnq,67,12,True,True,3,0,ANSWERABLE,Factoid,Clarification,False
1c0e5e78f1a16ea2eb2165b6aa31dc61<::>4,bm25_lastturn,bm25,lastturn,0.0,40,4,clapnq,48,9,True,True,0,1,PARTIAL,Composite,Follow-up,False
535ebd306304982e4e49cc989ce5b10b<::>9,bm25_lastturn,bm25,lastturn,0.0,6,9,fiqa,55,12,False,False,2,0,PARTIAL,Opinion,Clarification,False
04f83f1199c7ce4d7bef50be70f2db73<::>5,bge_lastturn,bge,lastturn,0.6309297536,78,5,govt,51,8,False,True,0,0,ANSWERABLE,How-To,Follow-up,False
13a398b30067d58d179fa8cbc2592449<::>6,elser_rewrite,elser,rewrite,0.982892082,106,6,clapnq,71,13,True,True,2,0,ANSWERABLE,Summarization,Follow-up,False
20c2cbd18c16c12c9c2bbead6aef1a21<::>1,bm25_lastturn,bm25,lastturn,1.0,87,1,cloud,65,11,True,False,0,0,ANSWERABLE,Summarization,N/A,True
0ef145e49938dfb9b6eefe781d21dca8<::>6,bm25_lastturn,bm25,lastturn,0.0,48,6,govt,80,14,True,False,0,0,PARTIAL,Opinion,Follow-up,False
1534a095279f2cb888fb0bea17bd70da<::>4,bm25_questions,bm25,questions,1.0,33,4,clapnq,59,7,True,False,0,0,ANSWERABLE,Comparative,Follow-up,False
fd99b316e5e64f19ff938598aea9b285<::>2,bm25_lastturn,bm25,lastturn,0.0,49,2,clapnq,37,8,True,True,1,0,ANSWERABLE,Factoid,Clarification,False
a2698b2973ea7db1ee5adb5e70ec02e4<::>7,elser_lastturn,elser,lastturn,1.0,72,7,clapnq,88,14,True,True,0,0,ANSWERABLE,Factoid,Follow-up,False
a277cf5022616282aa819ee76c9343de<::>3,bm25_lastturn,bm25,lastturn,0.0,108,3,clapnq,35,5,True,True,0,0,ANSWERABLE,Factoid,Clarification,False
f1121a39d8a9e36eaef4c2367bd43532<::>6,elser_lastturn,elser,lastturn,0.469278726,9,6,fiqa,92,17,True,True,0,0,ANSWERABLE,Factoid,Follow-up,False
6af5334fbd010b919d7fa174823abd12<::>3,elser_lastturn,elser,lastturn,0.2640681226,53,3,fiqa,55,10,True,True,0,0,ANSWERABLE,Explanation,Follow-up,False
72ba19c38518da1fc894fc638a2802f7<::>5,bm25_questions,bm25,questions,1.0,69,5,govt,66,12,True,True,2,0,ANSWERABLE,How-To,Follow-up,False
e52ab8d5f61ccdfc3712a2608d8c2aba<::>1,bm25_lastturn,bm25,lastturn,1.0,109,1,govt,95,17,True,True,2,0,PARTIAL,Composite,N/A,True
c5518952b78b171de2d5b9317103ba62<::>1,bge_lastturn,bge,lastturn,0.9197207891,5,1,fiqa,49,8,True,False,2,0,ANSWERABLE,Opinion,N/A,True
fd99b316e5e64f19ff938598aea9b285<::>1,elser_lastturn,elser,lastturn,1.0,49,1,clapnq,35,8,False,True,0,0,ANSWERABLE,How-To,N/A,True
4175fcce99c56af0e02be5b8990fc16a<::>5,elser_lastturn,elser,lastturn,1.0,63,5,cloud,39,7,True,True,0,0,ANSWERABLE,Comparative,Follow-up,False
2f94b6fb4c6f941decd0609eb126610b<::>1,elser_lastturn,elser,lastturn,0.3868528072,57,1,fiqa,20,4,True,True,0,1,ANSWERABLE,Summarization,N/A,True
5e79e465134d923edf68580733a81c68<::>1,elser_lastturn,elser,lastturn,0.6509209298,85,1,govt,39,11,True,True,2,0,PARTIAL,Factoid,N/A,True
94d04f2cd47fee9a0aaa13fa3ae1de53<::>7,elser_lastturn,elser,lastturn,0.6131471928,25,7,fiqa,9,2,True,True,0,0,ANSWERABLE,Opinion,Follow-up,False
4a8369b7403e54df94d7fa495a4eff27<::>5,bge_lastturn,bge,lastturn,0.2463023887,20,5,fiqa,73,11,False,False,0,0,ANSWERABLE,Non-Question,Follow-up,False
f5a8ca2f2bc12180940167fb920bb018<::>7,bm25_lastturn,bm25,lastturn,0.0,65,7,cloud,24,5,True,True,1,0,ANSWERABLE,Factoid,Follow-up,False
e0f8a53d3ab93e7900633fc8fa40631e<::>3,elser_rewrite,elser,rewrite,0.6131471928,91,3,fiqa,27,4,True,False,0,0,PARTIAL,Summarization,Follow-up,False
1c0e5e78f1a16ea2eb2165b6aa31dc61<::>5,bm25_lastturn,bm25,lastturn,0.0,40,5,clapnq,10,2,False,False,0,0,ANSWERABLE,Factoid,Follow-up,False
4fb9958d3e2694c9076e696f5ac9628e<::>6,elser_lastturn,elser,lastturn,0.6548086578,41,6,fiqa,35,9,True,False,1,0,ANSWERABLE,Explanation,Follow-up,False
2f484ad8f3baf91136f040855892c82e<::>3,elser_lastturn,elser,lastturn,0.765360637,7,3,govt,29,5,False,False,2,0,ANSWERABLE,Keyword,Follow-up,False
f05ba9633e1b377f9c4d64afd3da3c45<::>6,elser_rewrite,elser,rewrite,0.6992148199,56,6,fiqa,25,5,False,False,0,0,ANSWERABLE,Comparative,Follow-up,False
5f9ccf0a4ff691fc482432af64cc3c9d<::>2,bm25_questions,bm25,questions,0.8687949225,82,2,govt,60,13,True,True,1,0,ANSWERABLE,How-To,Follow-up,False
